C	4																			
T	30																			
																				
S_t values																				
mu	92.90	87.48	90.62	84.81	94.33	86.62	89.57	85.57	87.19	86.19	89.71	86.14	88.95	86.38	89.81	91.38	93.33	84.38	86.52	89.24
sd	3.78	3.91	2.54	4.60	3.01	2.58	4.26	3.87	2.96	3.96	4.58	3.14	3.01	3.97	4.04	3.88	5.06	4.27	3.82	3.90
Day | Year 	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
1-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-Jul	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0
3-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	6
4-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	6
5-Jul	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	5	0	8
6-Jul	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	3	0	9
7-Jul	0	8	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	4	0	4
8-Jul	0	5	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0
9-Jul	0	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
10-Jul	0	1	0	0	0	0	0	0	0	4	18	0	0	0	0	0	0	0	0	0
11-Jul	0	0	0	0	0	0	2	0	0	3	13	0	0	0	0	0	0	0	0	0
12-Jul	0	0	1	4	0	0	10	0	0	0	8	0	0	0	0	0	5	0	0	0
13-Jul	0	0	0	12	0	0	14	0	0	0	3	0	0	0	0	0	5	2	0	0
14-Jul	0	0	0	11	0	1	11	0	0	0	0	0	0	0	0	0	4	0	0	0
15-Jul	7	0	0	11	0	1	6	0	0	0	0	1	0	0	0	7	3	0	0	0
16-Jul	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0
17-Jul	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
18-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	1	0
19-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0
20-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	7	0
21-Jul	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0
22-Jul	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0
23-Jul	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0
24-Jul	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25-Jul	5	0	1	0	27	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
26-Jul	10	0	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
27-Jul	17	0	7	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28-Jul	27	0	5	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29-Jul	26	0	3	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
30-Jul	23	0	0	0	42	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
31-Jul	25	11	1	0	46	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
1-Aug	28	15	1	0	50	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0
2-Aug	27	14	6	0	60	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3-Aug	32	10	8	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-Aug	30	4	9	0	68	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
5-Aug	26	0	6	0	68	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
6-Aug	27	0	3	0	67	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
7-Aug	25	0	1	0	66	0	0	0	2	2	0	0	0	0	0	0	10	0	0	0
8-Aug	30	3	2	0	66	0	0	0	3	2	0	0	0	0	0	0	8	0	0	0
9-Aug	28	14	6	0	60	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0
10-Aug	28	17	6	0	55	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0
11-Aug	29	15	4	0	57	0	0	0	12	0	0	0	0	0	0	0	16	0	0	0
12-Aug	32	10	7	0	58	0	0	1	15	0	2	0	4	0	0	0	17	0	0	0
13-Aug	37	6	8	0	59	2	0	0	21	0	6	0	8	0	0	0	15	0	0	0
14-Aug	40	2	14	0	61	0	0	0	23	0	5	0	9	0	0	0	17	0	0	0
15-Aug	40	0	19	0	57	0	0	0	24	0	5	0	7	0	0	0	21	7	0	0
16-Aug	39	0	20	0	50	0	0	0	23	0	2	0	6	0	0	0	19	21	0	0
17-Aug	37	0	22	0	42	0	0	0	20	0	1	0	6	0	0	0	22	35	0	0
18-Aug	35	0	22	0	31	0	0	0	17	0	0	0	5	0	0	0	24	39	0	0
19-Aug	34	0	18	0	20	0	0	0	11	0	0	0	0	0	0	0	29	37	0	0
20-Aug	33	0	26	0	14	0	0	0	7	0	0	0	0	0	0	0	35	33	0	0
21-Aug	32	1	29	0	17	0	0	0	8	0	0	0	0	0	0	0	36	30	0	0
22-Aug	30	6	28	0	21	0	0	0	7	0	0	0	3	0	0	0	41	22	0	0
23-Aug	28	8	28	0	24	0	0	0	6	0	0	0	10	1	0	0	43	12	0	0
24-Aug	26	10	26	1	22	0	0	0	2	0	3	0	12	0	0	0	46	9	0	0
25-Aug	31	9	23	0	20	0	0	0	4	0	3	0	19	0	0	0	50	7	0	1
26-Aug	32	6	19	0	21	0	0	0	1	0	1	0	21	0	0	0	50	6	0	0
27-Aug	37	0	16	0	21	0	2	0	0	0	0	0	26	0	0	0	49	0	0	1
28-Aug	40	0	13	0	19	2	5	0	0	0	0	0	25	7	0	0	58	0	0	3
29-Aug	41	0	7	0	18	0	9	0	0	0	0	0	21	4	2	0	62	0	0	7
30-Aug	45	0	0	0	20	2	16	0	0	0	0	0	17	7	3	0	71	0	0	18
31-Aug	52	0	0	0	23	2	25	0	0	0	6	0	14	11	0	0	71	0	0	20
1-Sep	61	0	0	0	35	5	26	0	1	0	6	0	17	22	0	0	70	0	0	18
2-Sep	77	0	3	0	44	12	28	0	4	0	6	0	17	26	0	0	70	0	0	13
3-Sep	79	0	12	0	52	22	25	0	7	0	7	0	19	30	0	0	74	0	0	9
4-Sep	84	2	9	0	56	24	15	0	8	0	5	0	19	29	2	7	87	0	1	3
5-Sep	86	5	4	0	65	16	8	0	7	1	7	0	16	28	3	17	91	0	0	1
6-Sep	86	6	2	0	89	11	2	9	9	2	8	0	14	26	0	29	95	0	0	1
7-Sep	86	4	0	0	114	7	0	15	6	2	14	0	10	24	0	48	93	0	0	1
8-Sep	86	0	0	0	129	3	0	16	17	0	16	0	5	20	0	62	94	0	0	3
9-Sep	84	0	8	4	139	0	0	15	16	0	19	0	2	18	0	68	100	0	0	1
10-Sep	88	3	16	0	148	0	0	18	15	0	20	0	0	20	0	72	106	0	0	1
11-Sep	91	5	22	0	154	0	0	19	14	0	22	0	2	28	0	73	112	0	0	0
12-Sep	92	2	24	0	158	0	0	20	16	0	25	0	0	29	0	73	120	0	0	8
13-Sep	103	0	22	0	162	0	11	18	20	0	41	0	0	31	0	72	129	0	0	18
14-Sep	113	0	22	0	166	0	18	17	25	0	47	1	0	32	0	67	135	0	5	26
15-Sep	116	0	21	0	176	6	13	17	35	0	50	1	6	35	0	69	137	0	7	31
16-Sep	123	0	20	0	192	11	10	17	43	0	53	7	11	36	0	84	141	0	4	37
17-Sep	130	0	20	0	209	13	10	18	46	0	54	12	27	45	0	92	147	1	0	40
18-Sep	141	0	24	0	226	14	14	18	50	0	55	15	30	47	0	103	157	4	0	42
19-Sep	151	0	31	2	233	15	20	16	56	0	61	15	34	56	0	113	166	0	0	40
20-Sep	160	0	35	15	236	14	20	11	66	0	74	16	40	57	0	118	176	0	0	36
21-Sep	171	0	40	16	249	10	21	10	74	0	85	20	50	61	0	120	180	7	0	45
22-Sep	179	13	39	25	267	6	30	17	77	0	88	16	51	59	0	127	183	6	1	54
23-Sep	184	17	41	31	276	1	33	17	76	0	88	15	54	58	0	132	191	4	6	58
24-Sep	189	18	47	34	282	14	46	19	78	0	90	9	61	56	0	137	202	14	11	69
25-Sep	191	36	52	34	291	31	62	18	80	0	101	4	63	51	0	136	210	27	16	88
26-Sep	196	49	54	32	313	41	73	18	84	5	108	2	68	48	10	138	213	29	25	102
27-Sep	206	69	54	35	332	49	84	18	95	1	115	0	76	51	15	141	214	31	29	116
28-Sep	220	84	60	36	348	54	90	26	100	0	120	0	75	50	24	150	218	34	38	126
29-Sep	237	91	72	40	365	65	103	42	106	0	135	1	74	61	31	153	223	38	49	135
30-Sep	262	88	84	50	380	77	109	52	109	0	146	4	73	69	41	162	240	42	48	135
1-Oct	284	97	84	58	394	85	113	62	110	0	149	6	84	75	48	185	255	40	44	149
2-Oct	301	107	93	63	405	87	114	75	111	0	154	7	95	83	56	204	272	39	42	168
3-Oct	306	116	102	60	413	89	116	91	114	0	157	12	100	89	73	216	287	37	46	188
4-Oct	325	121	107	70	423	91	120	96	116	0	159	14	102	97	92	224	295	32	64	203
5-Oct	348	124	112	78	431	95	118	99	120	1	159	15	104	118	108	228	302	29	75	215
6-Oct	373	125	125	88	448	108	118	106	128	11	168	15	107	129	121	235	308	25	80	224
7-Oct	402	127	130	95	473	122	123	114	136	22	182	14	110	133	126	243	330	31	80	228
8-Oct	413	128	148	103	508	126	138	123	146	31	196	13	123	135	130	252	356	40	77	232
9-Oct	432	132	162	112	543	142	157	131	158	43	203	15	133	132	130	268	375	44	73	236
10-Oct	449	133	176	121	570	152	173	140	171	48	208	16	141	141	130	287	392	45	70	250
11-Oct	468	135	184	129	589	160	181	156	177	48	214	31	148	146	130	309	406	46	66	262
12-Oct	488	139	193	139	606	164	182	159	187	57	229	41	156	163	136	324	416	45	64	272
13-Oct	504	142	202	156	622	169	189	163	206	62	252	49	164	172	142	337	431	44	62	276
14-Oct	514	158	213	162	637	177	206	166	226	66	269	53	169	188	154	348	443	47	69	283
15-Oct	522	178	221	170	650	184	235	179	248	69	285	57	173	210	162	355	455	60	83	287
16-Oct	531	205	230	174	661	205	254	188	260	75	312	64	174	231	172	358	471	66	95	296
17-Oct	538	222	239	174	671	227	276	202	268	82	326	64	190	262	178	361	485	74	98	311
18-Oct	561	242	248	184	681	246	294	214	278	84	335	69	208	290	186	368	500	82	104	330
19-Oct	587	256	252	199	699	258	308	220	293	83	345	75	228	311	189	389	517	99	114	351
20-Oct	608	270	264	220	716	265	321	224	306	82	361	82	247	326	198	417	535	109	123	366
21-Oct	618	283	278	237	731	269	335	221	316	84	378	86	260	337	204	441	548	118	129	375
22-Oct	625	305	301	245	743	272	357	225	326	99	394	96	277	345	212	461	559	129	141	381
23-Oct	645	325	325	268	758	273	383	228	339	112	427	98	300	356	222	478	570	147	152	385
24-Oct	661	347	339	290	773	277	401	237	349	138	456	121	331	369	226	492	580	161	160	395
25-Oct	677	355	351	307	786	286	427	246	354	166	487	142	349	386	236	504	590	185	166	409
26-Oct	691	368	359	319	801	305	444	259	359	187	511	156	364	404	237	514	599	205	164	427
27-Oct	705	394	366	325	813	337	461	277	361	206	530	171	390	426	247	523	618	216	163	456
28-Oct	713	423	374	332	824	364	471	301	366	227	553	183	425	438	259	536	652	232	168	463
29-Oct	720	442	383	341	839	384	482	313	374	245	567	203	451	445	277	564	685	238	178	479
30-Oct	727	460	387	347	852	394	499	317	379	258	580	219	471	461	291	591	718	240	192	494
31-Oct	735	483	395	353	865	406	525	324	381	270	597	230	489	475	302	613	743	247	212	517
																				
Change	34	87	81	85	26	87	85	91	77	100	75	103	81	75	91	69	51	48	90	77
Date	3-Aug	25-Sep	19-Sep	23-Sep	26-Jul	25-Sep	23-Sep	29-Sep	15-Sep	8-Oct	13-Sep	11-Oct	19-Sep	13-Sep	29-Sep	7-Sep	20-Aug	17-Aug	28-Sep	15-Sep
																				
Summer Temp	90.79412	86.06897	87.53086	88.28235	92.42308	85.42529	88.48235	84.54945	85.40260	86.02000	88.76000	87.96117	86.86420	86.01333	90.68132	91.82609	91.92157	84.62500	86.40000	88.45455
	0	0.00000	0.00000	0.00000	2.10320	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.36144	1.86765	3.46935	0.00000	0.00000	0.00000
																				
																				
mu	89.01988																			
sd	2.55923226																			
C_2	1.3																			
T_2	1																			
																				
Change 	5																			
Year	2000																			
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
